% 1. Title: test_subject_003-1_log-4-29-2015-11-28-32.txt

@RELATION: vrdata

@ATTRIBUTE ratePercent NUMERIC
@ATTRIBUTE rateDiff NUMERIC
@ATTRIBUTE variabilityPercent NUMERIC
@ATTRIBUTE variabilityDiff NUMBERIC
@ATTRIBUTE class {VR-Fear0, VR-Fear1, VR-Fear2, VR-Fear3, VR-Fear4}
@DATA
-0.015764,-1.169231,0.018571,1.130435,VR-Fear1
-0.002282,-0.169231,0.018571,1.130435,VR-Fear1
-0.015764,-1.169231,0.018571,1.130435,VR-Fear1
-0.015764,-1.169231,0.018571,1.130435,VR-Fear1
-0.015764,-1.169231,0.018571,1.130435,VR-Fear1
-0.042730,-3.169231,0.018571,1.130435,VR-Fear1
-0.083178,-6.169231,0.018571,1.130435,VR-Fear1
-0.096660,-7.169231,0.018571,1.130435,VR-Fear1
-0.096660,-7.169231,0.018571,1.130435,VR-Fear1
-0.083178,-6.169231,0.018571,1.130435,VR-Fear1
-0.083178,-6.169231,0.002143,0.130435,VR-Fear1
-0.069695,-5.169231,0.002143,0.130435,VR-Fear1
-0.069695,-5.169231,-0.014286,-0.869565,VR-Fear1
-0.056212,-4.169231,-0.014286,-0.869565,VR-Fear1
-0.042730,-3.169231,-0.014286,-0.869565,VR-Fear1
-0.029247,-2.169231,-0.014286,-0.869565,VR-Fear1
-0.029247,-2.169231,-0.030714,-1.869565,VR-Fear1
-0.002282,-0.169231,-0.030714,-1.869565,VR-Fear1
0.038166,2.830769,-0.047143,-2.869565,VR-Fear1
0.051649,3.830769,-0.047143,-2.869565,VR-Fear1
0.065132,4.830769,-0.047143,-2.869565,VR-Fear1
0.065132,4.830769,-0.063571,-3.869565,VR-Fear1
0.024684,1.830769,-0.063571,-3.869565,VR-Fear1
-0.029247,-2.169231,-0.047143,-2.869565,VR-Fear1
-0.069695,-5.169231,-0.047143,-2.869565,VR-Fear1
-0.096660,-7.169231,-0.047143,-2.869565,VR-Fear1
-0.110143,-8.169231,-0.030714,-1.869565,VR-Fear1
-0.110143,-8.169231,-0.030714,-1.869565,VR-Fear1
-0.096660,-7.169231,-0.030714,-1.869565,VR-Fear1
-0.096660,-7.169231,-0.030714,-1.869565,VR-Fear1
-0.069695,-5.169231,-0.030714,-1.869565,VR-Fear1
-0.042730,-3.169231,-0.030714,-1.869565,VR-Fear1
-0.056212,-4.169231,-0.030714,-1.869565,VR-Fear1
-0.042730,-3.169231,-0.047143,-2.869565,VR-Fear1
-0.029247,-2.169231,-0.047143,-2.869565,VR-Fear1
-0.029247,-2.169231,-0.047143,-2.869565,VR-Fear1
-0.029247,-2.169231,-0.047143,-2.869565,VR-Fear1
-0.002282,-0.169231,-0.063571,-3.869565,VR-Fear1
-0.015764,-1.169231,-0.063571,-3.869565,VR-Fear1
-0.029247,-2.169231,-0.063571,-3.869565,VR-Fear1
-0.002282,-0.169231,-0.063571,-3.869565,VR-Fear1
-0.002282,-0.169231,-0.063571,-3.869565,VR-Fear1
-0.002282,-0.169231,-0.063571,-3.869565,VR-Fear1
-0.002282,-0.169231,-0.063571,-3.869565,VR-Fear1
0.038166,2.830769,-0.063571,-3.869565,VR-Fear1
0.065132,4.830769,-0.063571,-3.869565,VR-Fear1
0.065132,4.830769,-0.047143,-2.869565,VR-Fear1
0.038166,2.830769,-0.063571,-3.869565,VR-Fear1
0.024684,1.830769,-0.063571,-3.869565,VR-Fear1
-0.002282,-0.169231,-0.063571,-3.869565,VR-Fear1
-0.029247,-2.169231,-0.063571,-3.869565,VR-Fear1
-0.029247,-2.169231,-0.063571,-3.869565,VR-Fear1
-0.029247,-2.169231,-0.063571,-3.869565,VR-Fear1
-0.056212,-4.169231,-0.063571,-3.869565,VR-Fear1
-0.015764,-1.169231,-0.063571,-3.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.029247,-2.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.042730,-3.169231,-0.080000,-4.869565,VR-Fear1
-0.042730,-3.169231,-0.080000,-4.869565,VR-Fear1
-0.056212,-4.169231,-0.080000,-4.869565,VR-Fear1
-0.056212,-4.169231,-0.080000,-4.869565,VR-Fear1
-0.056212,-4.169231,-0.080000,-4.869565,VR-Fear1
-0.042730,-3.169231,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.024684,1.830769,-0.063571,-3.869565,VR-Fear1
0.011201,0.830769,-0.063571,-3.869565,VR-Fear1
0.051649,3.830769,-0.063571,-3.869565,VR-Fear1
0.065132,4.830769,-0.063571,-3.869565,VR-Fear1
0.038166,2.830769,-0.063571,-3.869565,VR-Fear1
-0.029247,-2.169231,-0.063571,-3.869565,VR-Fear1
-0.069695,-5.169231,-0.063571,-3.869565,VR-Fear1
-0.069695,-5.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
-0.056212,-4.169231,-0.080000,-4.869565,VR-Fear1
-0.096660,-7.169231,-0.063571,-3.869565,VR-Fear1
-0.110143,-8.169231,-0.063571,-3.869565,VR-Fear1
-0.110143,-8.169231,-0.063571,-3.869565,VR-Fear1
-0.083178,-6.169231,-0.063571,-3.869565,VR-Fear1
-0.042730,-3.169231,-0.063571,-3.869565,VR-Fear1
0.011201,0.830769,-0.063571,-3.869565,VR-Fear1
0.038166,2.830769,-0.063571,-3.869565,VR-Fear1
0.038166,2.830769,-0.063571,-3.869565,VR-Fear1
0.024684,1.830769,-0.063571,-3.869565,VR-Fear1
0.065132,4.830769,-0.063571,-3.869565,VR-Fear1
0.078614,5.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.029247,-2.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
0.024684,1.830769,-0.080000,-4.869565,VR-Fear1
0.038166,2.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
0.038166,2.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.096429,-5.869565,VR-Fear1
-0.042730,-3.169231,-0.080000,-4.869565,VR-Fear1
-0.029247,-2.169231,-0.080000,-4.869565,VR-Fear1
-0.042730,-3.169231,-0.080000,-4.869565,VR-Fear1
-0.056212,-4.169231,-0.080000,-4.869565,VR-Fear1
-0.056212,-4.169231,-0.080000,-4.869565,VR-Fear1
-0.029247,-2.169231,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.038166,2.830769,-0.080000,-4.869565,VR-Fear1
0.024684,1.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
0.024684,1.830769,-0.080000,-4.869565,VR-Fear1
0.024684,1.830769,-0.080000,-4.869565,VR-Fear1
0.024684,1.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
0.038166,2.830769,-0.080000,-4.869565,VR-Fear1
0.051649,3.830769,-0.080000,-4.869565,VR-Fear1
0.038166,2.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
-0.002282,-0.169231,-0.080000,-4.869565,VR-Fear1
0.024684,1.830769,-0.080000,-4.869565,VR-Fear1
0.011201,0.830769,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.029247,-2.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.080000,-4.869565,VR-Fear1
-0.029247,-2.169231,-0.080000,-4.869565,VR-Fear1
-0.042730,-3.169231,-0.080000,-4.869565,VR-Fear1
-0.015764,-1.169231,-0.096429,-5.869565,VR-Fear1
-0.015764,-1.169231,-0.096429,-5.869565,VR-Fear1
-0.015764,-1.169231,-0.096429,-5.869565,VR-Fear1
0.038166,2.830769,-0.096429,-5.869565,VR-Fear1
0.051649,3.830769,-0.096429,-5.869565,VR-Fear1
0.051649,3.830769,-0.096429,-5.869565,VR-Fear1
0.065132,4.830769,-0.112857,-6.869565,VR-Fear1
0.105580,7.830769,-0.129286,-7.869565,VR-Fear1
0.078614,5.830769,-0.129286,-7.869565,VR-Fear1
0.078614,5.830769,-0.129286,-7.869565,VR-Fear1
0.078614,5.830769,-0.129286,-7.869565,VR-Fear1
0.092097,6.830769,-0.129286,-7.869565,VR-Fear1
0.092097,6.830769,-0.129286,-7.869565,VR-Fear1
0.092097,6.830769,-0.129286,-7.869565,VR-Fear1
0.092097,6.830769,-0.129286,-7.869565,VR-Fear1
0.078614,5.830769,-0.129286,-7.869565,VR-Fear1
0.065132,4.830769,-0.129286,-7.869565,VR-Fear1
0.051649,3.830769,-0.129286,-7.869565,VR-Fear1
0.024684,1.830769,-0.129286,-7.869565,VR-Fear1
-0.002282,-0.169231,-0.129286,-7.869565,VR-Fear1
0.024684,1.830769,-0.129286,-7.869565,VR-Fear1
0.051649,3.830769,-0.129286,-7.869565,VR-Fear1
0.038166,2.830769,-0.129286,-7.869565,VR-Fear1
0.024684,1.830769,-0.129286,-7.869565,VR-Fear1
0.051649,3.830769,-0.129286,-7.869565,VR-Fear1
0.038166,2.830769,-0.129286,-7.869565,VR-Fear1
0.011201,0.830769,-0.129286,-7.869565,VR-Fear1
-0.002282,-0.169231,-0.145714,-8.869565,VR-Fear1
-0.002282,-0.169231,-0.145714,-8.869565,VR-Fear1
-0.002282,-0.169231,-0.162143,-9.869565,VR-Fear1
-0.002282,-0.169231,-0.162143,-9.869565,VR-Fear1
0.011201,0.830769,-0.162143,-9.869565,VR-Fear1
0.038166,2.830769,-0.162143,-9.869565,VR-Fear1
0.038166,2.830769,-0.162143,-9.869565,VR-Fear1
0.024684,1.830769,-0.162143,-9.869565,VR-Fear1
0.038166,2.830769,-0.162143,-9.869565,VR-Fear1
0.078614,5.830769,-0.162143,-9.869565,VR-Fear1
0.078614,5.830769,-0.178571,-10.869565,VR-Fear1
0.038166,2.830769,-0.178571,-10.869565,VR-Fear1
0.051649,3.830769,-0.178571,-10.869565,VR-Fear1
0.078614,5.830769,-0.178571,-10.869565,VR-Fear1
0.078614,5.830769,-0.178571,-10.869565,VR-Fear1
0.078614,5.830769,-0.178571,-10.869565,VR-Fear1
0.051649,3.830769,-0.178571,-10.869565,VR-Fear1
0.065132,4.830769,-0.178571,-10.869565,VR-Fear1
0.078614,5.830769,-0.178571,-10.869565,VR-Fear1
0.051649,3.830769,-0.178571,-10.869565,VR-Fear1
0.024684,1.830769,-0.178571,-10.869565,VR-Fear1
0.011201,0.830769,-0.178571,-10.869565,VR-Fear1
0.038166,2.830769,-0.178571,-10.869565,VR-Fear1
0.051649,3.830769,-0.178571,-10.869565,VR-Fear1
0.038166,2.830769,-0.178571,-10.869565,VR-Fear1
0.011201,0.830769,-0.178571,-10.869565,VR-Fear1
-0.015764,-1.169231,-0.178571,-10.869565,VR-Fear1
-0.002282,-0.169231,-0.178571,-10.869565,VR-Fear1
-0.002282,-0.169231,-0.178571,-10.869565,VR-Fear1
-0.002282,-0.169231,-0.178571,-10.869565,VR-Fear1
0.011201,0.830769,-0.178571,-10.869565,VR-Fear1
0.038166,2.830769,-0.178571,-10.869565,VR-Fear1
0.105580,7.830769,-0.162143,-9.869565,VR-Fear1
0.119062,8.830769,-0.162143,-9.869565,VR-Fear1
0.119062,8.830769,-0.162143,-9.869565,VR-Fear1
0.105580,7.830769,-0.162143,-9.869565,VR-Fear1
0.065132,4.830769,-0.162143,-9.869565,VR-Fear1
0.011201,0.830769,-0.162143,-9.869565,VR-Fear1
0.011201,0.830769,-0.162143,-9.869565,VR-Fear1
0.038166,2.830769,-0.178571,-10.869565,VR-Fear1
0.051649,3.830769,-0.178571,-10.869565,VR-Fear1
0.051649,3.830769,-0.178571,-10.869565,VR-Fear1
0.038166,2.830769,-0.178571,-10.869565,VR-Fear1
0.051649,3.830769,-0.178571,-10.869565,VR-Fear1
0.078614,5.830769,-0.178571,-10.869565,VR-Fear1
0.065132,4.830769,-0.178571,-10.869565,VR-Fear1
0.065132,4.830769,-0.178571,-10.869565,VR-Fear1
0.078614,5.830769,-0.178571,-10.869565,VR-Fear1
0.119062,8.830769,-0.178571,-10.869565,VR-Fear1
0.132545,9.830769,-0.178571,-10.869565,VR-Fear1
0.146028,10.830769,-0.178571,-10.869565,VR-Fear1
0.132545,9.830769,-0.162143,-9.869565,VR-Fear1
0.119062,8.830769,-0.162143,-9.869565,VR-Fear1
0.078614,5.830769,-0.162143,-9.869565,VR-Fear1
0.051649,3.830769,-0.162143,-9.869565,VR-Fear1
0.011201,0.830769,-0.162143,-9.869565,VR-Fear1
-0.002282,-0.169231,-0.162143,-9.869565,VR-Fear1
0.011201,0.830769,-0.162143,-9.869565,VR-Fear1
0.024684,1.830769,-0.162143,-9.869565,VR-Fear1
0.051649,3.830769,-0.162143,-9.869565,VR-Fear1
0.065132,4.830769,-0.178571,-10.869565,VR-Fear1
0.078614,5.830769,-0.178571,-10.869565,VR-Fear1
0.065132,4.830769,-0.178571,-10.869565,VR-Fear1
0.038166,2.830769,-0.178571,-10.869565,VR-Fear1
0.092097,6.830769,-0.162143,-9.869565,VR-Fear1
0.119062,8.830769,-0.162143,-9.869565,VR-Fear1
0.078614,5.830769,-0.162143,-9.869565,VR-Fear1
0.038166,2.830769,-0.162143,-9.869565,VR-Fear1
-0.002282,-0.169231,-0.178571,-10.869565,VR-Fear1
-0.002282,-0.169231,-0.178571,-10.869565,VR-Fear1
-0.015764,-1.169231,-0.178571,-10.869565,VR-Fear1
-0.042730,-3.169231,-0.178571,-10.869565,VR-Fear1
-0.029247,-2.169231,-0.178571,-10.869565,VR-Fear1
-0.042730,-3.169231,-0.178571,-10.869565,VR-Fear1
-0.056212,-4.169231,-0.195000,-11.869565,VR-Fear1
-0.069695,-5.169231,-0.195000,-11.869565,VR-Fear1
-0.069695,-5.169231,-0.195000,-11.869565,VR-Fear1
-0.096660,-7.169231,-0.195000,-11.869565,VR-Fear1
-0.096660,-7.169231,-0.195000,-11.869565,VR-Fear1
-0.042730,-3.169231,-0.195000,-11.869565,VR-Fear1
0.011201,0.830769,-0.195000,-11.869565,VR-Fear1
0.051649,3.830769,-0.195000,-11.869565,VR-Fear1
0.065132,4.830769,-0.195000,-11.869565,VR-Fear1
0.038166,2.830769,-0.195000,-11.869565,VR-Fear1
0.024684,1.830769,-0.195000,-11.869565,VR-Fear1
0.024684,1.830769,-0.195000,-11.869565,VR-Fear1
0.024684,1.830769,-0.195000,-11.869565,VR-Fear1
0.011201,0.830769,-0.195000,-11.869565,VR-Fear1
0.011201,0.830769,-0.195000,-11.869565,VR-Fear1
0.024684,1.830769,-0.195000,-11.869565,VR-Fear1
0.011201,0.830769,-0.211429,-12.869565,VR-Fear1
0.011201,0.830769,-0.211429,-12.869565,VR-Fear1
0.092097,6.830769,-0.227857,-13.869565,VR-Fear1
0.092097,6.830769,-0.227857,-13.869565,VR-Fear1
0.078614,5.830769,-0.227857,-13.869565,VR-Fear1
0.078614,5.830769,-0.227857,-13.869565,VR-Fear1
0.065132,4.830769,-0.227857,-13.869565,VR-Fear1
0.051649,3.830769,-0.227857,-13.869565,VR-Fear1
0.051649,3.830769,-0.244286,-14.869565,VR-Fear1
0.051649,3.830769,-0.244286,-14.869565,VR-Fear1
0.051649,3.830769,-0.244286,-14.869565,VR-Fear1
0.051649,3.830769,-0.244286,-14.869565,VR-Fear1
0.051649,3.830769,-0.244286,-14.869565,VR-Fear1
0.092097,6.830769,-0.244286,-14.869565,VR-Fear1
0.132545,9.830769,-0.244286,-14.869565,VR-Fear1
0.146028,10.830769,-0.227857,-13.869565,VR-Fear1
0.132545,9.830769,-0.227857,-13.869565,VR-Fear1
0.105580,7.830769,-0.227857,-13.869565,VR-Fear1
0.092097,6.830769,-0.227857,-13.869565,VR-Fear1
0.092097,6.830769,-0.227857,-13.869565,VR-Fear1
0.051649,3.830769,-0.227857,-13.869565,VR-Fear1
0.051649,3.830769,-0.227857,-13.869565,VR-Fear1
0.078614,5.830769,-0.227857,-13.869565,VR-Fear0
0.092097,6.830769,-0.211429,-12.869565,VR-Fear0
0.132545,9.830769,-0.211429,-12.869565,VR-Fear0
0.159510,11.830769,-0.211429,-12.869565,VR-Fear0
0.132545,9.830769,-0.195000,-11.869565,VR-Fear0
0.078614,5.830769,-0.195000,-11.869565,VR-Fear0
0.051649,3.830769,-0.211429,-12.869565,VR-Fear0
0.065132,4.830769,-0.211429,-12.869565,VR-Fear0
0.119062,8.830769,-0.195000,-11.869565,VR-Fear0
0.132545,9.830769,-0.195000,-11.869565,VR-Fear0
0.132545,9.830769,-0.195000,-11.869565,VR-Fear0
0.132545,9.830769,-0.195000,-11.869565,VR-Fear0
0.159510,11.830769,-0.178571,-10.869565,VR-Fear0
0.159510,11.830769,-0.178571,-10.869565,VR-Fear0
0.132545,9.830769,-0.178571,-10.869565,VR-Fear0
0.105580,7.830769,-0.178571,-10.869565,VR-Fear0
0.092097,6.830769,-0.178571,-10.869565,VR-Fear0
0.132545,9.830769,-0.178571,-10.869565,VR-Fear0
0.132545,9.830769,-0.178571,-10.869565,VR-Fear0
0.105580,7.830769,-0.195000,-11.869565,VR-Fear0
0.092097,6.830769,-0.195000,-11.869565,VR-Fear0
0.078614,5.830769,-0.195000,-11.869565,VR-Fear0
0.051649,3.830769,-0.195000,-11.869565,VR-Fear0
0.024684,1.830769,-0.195000,-11.869565,VR-Fear0
0.024684,1.830769,-0.195000,-11.869565,VR-Fear0
0.038166,2.830769,-0.195000,-11.869565,VR-Fear0
0.024684,1.830769,-0.195000,-11.869565,VR-Fear0
0.038166,2.830769,-0.195000,-11.869565,VR-Fear0
0.051649,3.830769,-0.195000,-11.869565,VR-Fear0
0.065132,4.830769,-0.211429,-12.869565,VR-Fear0
0.092097,6.830769,-0.211429,-12.869565,VR-Fear0
0.119062,8.830769,-0.211429,-12.869565,VR-Fear0
0.159510,11.830769,-0.211429,-12.869565,VR-Fear0
0.186476,13.830769,-0.195000,-11.869565,VR-Fear0
0.199959,14.830769,-0.195000,-11.869565,VR-Fear0
0.132545,9.830769,-0.195000,-11.869565,VR-Fear0
0.078614,5.830769,-0.195000,-11.869565,VR-Fear0
0.038166,2.830769,-0.195000,-11.869565,VR-Fear0
-0.029247,-2.169231,-0.195000,-11.869565,VR-Fear0
-0.002282,-0.169231,-0.195000,-11.869565,VR-Fear0
-0.015764,-1.169231,-0.211429,-12.869565,VR-Fear0
-0.029247,-2.169231,-0.227857,-13.869565,VR-Fear0
-0.002282,-0.169231,-0.227857,-13.869565,VR-Fear0
0.011201,0.830769,-0.227857,-13.869565,VR-Fear0
0.065132,4.830769,-0.227857,-13.869565,VR-Fear0
0.119062,8.830769,-0.227857,-13.869565,VR-Fear0
0.132545,9.830769,-0.227857,-13.869565,VR-Fear0
0.186476,13.830769,-0.227857,-13.869565,VR-Fear0
0.172993,12.830769,-0.227857,-13.869565,VR-Fear0
0.132545,9.830769,-0.227857,-13.869565,VR-Fear0
0.092097,6.830769,-0.227857,-13.869565,VR-Fear0
0.051649,3.830769,-0.227857,-13.869565,VR-Fear0
0.051649,3.830769,-0.227857,-13.869565,VR-Fear0
0.078614,5.830769,-0.227857,-13.869565,VR-Fear0
0.105580,7.830769,-0.227857,-13.869565,VR-Fear0
0.092097,6.830769,-0.227857,-13.869565,VR-Fear0
0.078614,5.830769,-0.227857,-13.869565,VR-Fear0
0.051649,3.830769,-0.227857,-13.869565,VR-Fear0
0.011201,0.830769,-0.227857,-13.869565,VR-Fear0
-0.015764,-1.169231,-0.227857,-13.869565,VR-Fear0
-0.015764,-1.169231,-0.227857,-13.869565,VR-Fear0
-0.015764,-1.169231,-0.227857,-13.869565,VR-Fear0
-0.042730,-3.169231,-0.227857,-13.869565,VR-Fear0
-0.029247,-2.169231,-0.227857,-13.869565,VR-Fear0
-0.029247,-2.169231,-0.211429,-12.869565,VR-Fear0
-0.029247,-2.169231,-0.211429,-12.869565,VR-Fear0
-0.042730,-3.169231,-0.211429,-12.869565,VR-Fear0
